CityName,StateCode,StateName,Latitude,Longitude, Population ,TimezoneCode
Canaan,MS,Mississippi,34.9304,-89.1267,,C
Conehatta,MS,Mississippi,32.4601,-89.2785,,C
Prismatic,MS,Mississippi,32.5918,-88.7384,,C
Oakley,MS,Mississippi,32.2176,-90.5032,,C
Benndale,MS,Mississippi,30.8716,-88.807,,C
Pulaski,MS,Mississippi,32.2721,-89.6023,,C
Nitta Yuma,MS,Mississippi,33.0243,-90.8493,,C
Elliott,MS,Mississippi,33.6913,-89.7525,,C
Fort Adams,MS,Mississippi,31.0866,-91.5482,,C
Suqualena,MS,Mississippi,32.4435,-88.8264,,C
Hillsboro,MS,Mississippi,32.4491,-89.4889,,C
Martinsville,MS,Mississippi,31.791,-90.407,,C
Kreole,MS,Mississippi,30.406,-88.4947,,C
Fairview,MS,Mississippi,34.3645,-88.3173,,C
Piney Woods,MS,Mississippi,32.0627,-89.9929,,C
Garden City,MS,Mississippi,31.3671,-91.1279,,C
Tunica Resorts,MS,Mississippi,34.8298,-90.3217,,C
Pearlington,MS,Mississippi,30.2492,-89.6047,,C
Beechwood,MS,Mississippi,32.3303,-90.819,,C
Chatawa,MS,Mississippi,31.0605,-90.4723,,C
Glendale,MS,Mississippi,31.368,-89.3086,,C
Prichard,MS,Mississippi,34.6995,-90.2443,,C
Houlka,MS,Mississippi,34.0382,-89.022,,C
Steens,MS,Mississippi,33.5634,-88.3161,,C
Carter,MS,Mississippi,32.989,-90.4493,,C
Miller,MS,Mississippi,34.9176,-89.7687,,C
Mayhew,MS,Mississippi,33.4848,-88.6345,,C
Tiplersville,MS,Mississippi,34.8956,-88.9076,,C
Nesbit,MS,Mississippi,34.8818,-90.0087,,C
Sontag,MS,Mississippi,31.6524,-90.2043,,C
Dennis,MS,Mississippi,34.5587,-88.2262,,C
Randolph,MS,Mississippi,34.1815,-89.1684,,C
Grand Gulf,MS,Mississippi,32.0332,-91.0526,,C
Sarah,MS,Mississippi,34.5695,-90.2104,,C
Paulding,MS,Mississippi,32.0307,-89.0376,,C
Santa Rosa,MS,Mississippi,30.4296,-89.6478,,C
Bourbon,MS,Mississippi,33.3243,-90.7987,,C
Avalon,MS,Mississippi,33.6551,-90.0856,,C
Tyro,MS,Mississippi,34.5837,-89.7054,,C
Latimer,MS,Mississippi,30.4972,-88.8607,,C
Tillman,MS,Mississippi,31.8546,-90.9162,,C
Thornton,MS,Mississippi,33.0793,-90.3226,,C
DeWeese,MS,Mississippi,32.7101,-88.9376,,C
James,MS,Mississippi,33.2037,-91.0573,,C
Coles,MS,Mississippi,31.2774,-91.0318,,C
Reganton,MS,Mississippi,32.1418,-90.7487,,C
Tinsley,MS,Mississippi,32.7321,-90.4604,,C
Banner,MS,Mississippi,34.0887,-89.3848,,C
Troy,MS,Mississippi,34.119,-88.8851,,C
Arm,MS,Mississippi,31.5029,-90.0162,,C
Enid,MS,Mississippi,34.1165,-89.9398,,C
Gholson,MS,Mississippi,32.9365,-88.7339,,C
Way,MS,Mississippi,32.744,-90.0331,,C
Holcomb,MS,Mississippi,33.7643,-89.9732,,C
Smithdale,MS,Mississippi,31.3396,-90.6829,,C
Tougaloo,MS,Mississippi,32.3976,-90.159,,C
Neely,MS,Mississippi,31.1649,-88.7548,,C
Quito,MS,Mississippi,33.4387,-90.3012,,C
Peoria,MS,Mississippi,31.1416,-90.6809,,C
Lamont,MS,Mississippi,33.5354,-91.0762,,C
Sarepta,MS,Mississippi,34.1246,-89.2876,,C
Henderson Point,MS,Mississippi,30.3154,-89.2864,,C
Burnside,MS,Mississippi,32.8535,-89.1034,,C
Saucier,MS,Mississippi,30.6239,-89.1432,,C
Pocahontas,MS,Mississippi,32.4743,-90.2862,,C
Weathersby,MS,Mississippi,31.9393,-89.8317,,C
Lorman,MS,Mississippi,31.8204,-91.0501,,C
McLaurin,MS,Mississippi,31.168,-89.2173,,C
Zama,MS,Mississippi,32.9751,-89.3801,,C
Nicholson,MS,Mississippi,30.4863,-89.6995,,C
Ludlow,MS,Mississippi,32.5718,-89.7129,,C
Brownsville,MS,Mississippi,32.4488,-90.437,,C
Barr,MS,Mississippi,34.6245,-89.7801,,C
Holly Bluff,MS,Mississippi,32.8215,-90.709,,C
Slate Spring,MS,Mississippi,33.7407,-89.3712,,C
Wool Market,MS,Mississippi,30.4677,-88.9959,,C
Wayside,MS,Mississippi,33.269,-91.0337,,C
Fernwood,MS,Mississippi,31.1855,-90.449,,C
Blaine,MS,Mississippi,33.6079,-90.5226,,C
Glens,MS,Mississippi,34.8662,-88.4139,,C
Heads,MS,Mississippi,33.4707,-90.8465,,C
Highpoint,MS,Mississippi,33.1882,-89.1462,,C
Ruth,MS,Mississippi,31.3816,-90.3165,,C
Carlisle,MS,Mississippi,32.0027,-90.7845,,C
Pattison,MS,Mississippi,31.8885,-90.8873,,C
Betheden,MS,Mississippi,33.2198,-88.9409,,C
Wheeler,MS,Mississippi,34.5804,-88.6076,,C
Minter City,MS,Mississippi,33.7534,-90.2945,,C
Stewart,MS,Mississippi,33.4507,-89.4362,,C
Sandy Hook,MS,Mississippi,31.0363,-89.8048,,C
Hermanville,MS,Mississippi,31.9593,-90.8401,,C
Oak Vale,MS,Mississippi,31.4385,-89.9645,,C
Belden,MS,Mississippi,34.3104,-88.7884,,C
Ovett,MS,Mississippi,31.4854,-89.0328,,C
Hurley,MS,Mississippi,30.6638,-88.4994,,C
Little Rock,MS,Mississippi,32.526,-89.0253,,C
Porterville,MS,Mississippi,32.6879,-88.4723,,C
Pinckneyville,MS,Mississippi,31.016,-91.4809,,C
Preston,MS,Mississippi,32.8826,-88.8289,,C
Robinsonville,MS,Mississippi,34.8173,-90.3162,,C
Helena,MS,Mississippi,30.4881,-88.5056,,C
Onward,MS,Mississippi,32.7254,-90.942,,C
Tillatoba,MS,Mississippi,33.9851,-89.8961,,C
Darling,MS,Mississippi,34.3591,-90.2754,,C
Slayden,MS,Mississippi,34.947,-89.4409,,C
Dubbs,MS,Mississippi,34.5684,-90.3737,,C
McCallum,MS,Mississippi,31.2377,-89.2126,,C
Lexie,MS,Mississippi,31.0788,-90.1709,,C
Paynes,MS,Mississippi,33.9209,-90.0695,,C
Myrick,MS,Mississippi,31.661,-88.9942,,C
Palmers Crossing,MS,Mississippi,31.2824,-89.2756,,C
Roberts,MS,Mississippi,32.2293,-89.2295,,C
Rawls Springs,MS,Mississippi,31.3797,-89.3878,,C
Redwood,MS,Mississippi,32.4776,-90.8037,,C
Skene,MS,Mississippi,33.7037,-90.7943,,C
Stallo,MS,Mississippi,32.9201,-89.1006,,C
Glen Allan,MS,Mississippi,33.024,-91.0301,,C
Scott,MS,Mississippi,33.5918,-91.0743,,C
Neshoba,MS,Mississippi,32.6235,-89.1381,,C
Lynn Grove,KY,Kentucky,36.5892,-88.4381,,C
Dundee,KY,Kentucky,37.5589,-86.7728,,C
Pride,KY,Kentucky,37.5584,-87.8909,,C
Weir,KY,Kentucky,37.1231,-87.2125,,C
Cumberland City,KY,Kentucky,36.8051,-85.0683,,C
Lynnville,KY,Kentucky,36.5603,-88.5692,,C
Lisman,KY,Kentucky,37.4662,-87.7342,,C
Beaumont,KY,Kentucky,36.8756,-85.6519,,C
Kirkmansville,KY,Kentucky,37.01,-87.2425,,C
Mannington,KY,Kentucky,37.12,-87.4875,,C
Pryorsburg,KY,Kentucky,36.6899,-88.7124,,C
Reed,KY,Kentucky,37.8512,-87.3542,,C
Niagara,KY,Kentucky,37.7209,-87.4864,,C
Cunningham,KY,Kentucky,36.9081,-88.8867,,C
Cane Valley,KY,Kentucky,37.1803,-85.3197,,C
Canmer,KY,Kentucky,37.2903,-85.7672,,C
Cerulean,KY,Kentucky,36.9551,-87.7089,,C
Oak Level,KY,Kentucky,36.867,-88.4656,,C
Dexter,KY,Kentucky,36.7396,-88.2956,,C
Magnolia,KY,Kentucky,37.4502,-85.74,,C
Spottsville,KY,Kentucky,37.8564,-87.4167,,C
Ensor,KY,Kentucky,37.7892,-86.9805,,C
Daysville,KY,Kentucky,36.8023,-87.0669,,C
Tilden,KY,Kentucky,37.6042,-87.7103,,C
Gasper,KY,Kentucky,36.95,-86.7419,,C
Olmstead,KY,Kentucky,36.7523,-87.015,,C
Mount Hermon,KY,Kentucky,36.8067,-85.8208,,C
Herndon,KY,Kentucky,36.7337,-87.5653,,C
Utica,KY,Kentucky,37.6028,-87.1126,,C
West Louisville,KY,Kentucky,37.6967,-87.2869,,C
Frances,KY,Kentucky,37.2198,-88.1411,,C
Lowes,KY,Kentucky,36.8828,-88.7706,,C
Lucas,KY,Kentucky,36.8917,-86.0375,,C
Kelly,KY,Kentucky,36.9706,-87.4769,,C
Crutchfield,KY,Kentucky,36.5767,-88.9353,,C
Horse Branch,KY,Kentucky,37.4559,-86.6767,,C
Milltown,KY,Kentucky,37.1223,-85.4075,,C
Pike View,KY,Kentucky,37.3795,-85.753,,C
Dunmor,KY,Kentucky,37.0753,-86.9951,,C
Burna,KY,Kentucky,37.2456,-88.3589,,C
Hickory,KY,Kentucky,36.8174,-88.6485,,C
Rome,KY,Kentucky,37.7212,-87.1808,,C
Glenville,KY,Kentucky,37.5945,-87.1934,,C
Lovelaceville,KY,Kentucky,36.9672,-88.8335,,C
Freemont,KY,Kentucky,36.9728,-88.612,,C
Mooleyville,KY,Kentucky,38.0212,-86.4639,,C
Stanley,KY,Kentucky,37.8234,-87.2439,,C
Rich Pond,KY,Kentucky,36.8942,-86.5094,,C
Belton,KY,Kentucky,37.16,-87.0283,,C
Hiseville,KY,Kentucky,37.1008,-85.8149,,C
Shipley,KY,Kentucky,36.6673,-85.2177,,C
Cool Springs,KY,Kentucky,37.2934,-86.8819,,C
Allensville,KY,Kentucky,36.7159,-87.0669,,C
Middleton,KY,Kentucky,36.7509,-86.7347,,C
Panther,KY,Kentucky,37.64,-87.225,,C
Symsonia,KY,Kentucky,36.9211,-88.5227,,C
Lamasco,KY,Kentucky,36.9862,-87.9361,,C
Cundiff,KY,Kentucky,36.9448,-85.2544,,C
Crayne,KY,Kentucky,37.2763,-88.0839,,C
Oakdale,KY,Kentucky,37.0359,-88.567,,C
McDaniels,KY,Kentucky,37.6067,-86.425,,C
Garlin,KY,Kentucky,37.114,-85.2522,,C
Sutherland,KY,Kentucky,37.67,-87.1211,,C
Mammoth Cave,KY,Kentucky,37.1862,-86.1,,C
Summer Shade,KY,Kentucky,36.8837,-85.7098,,C
Farmington,KY,Kentucky,36.6692,-88.5278,,C
Bandana,KY,Kentucky,37.1447,-88.9418,,C
Crider,KY,Kentucky,37.1573,-87.9745,,C
Hendron,KY,Kentucky,37.0346,-88.6437,,C
Gradyville,KY,Kentucky,37.0634,-85.4225,,C
Pierce,KY,Kentucky,37.1864,-85.6077,,C
Knifley,KY,Kentucky,37.2428,-85.1894,,C
Bee Spring,KY,Kentucky,37.2895,-86.2847,,C
Heath,KY,Kentucky,37.0867,-88.7901,,C
Sedalia,KY,Kentucky,36.6438,-88.6049,,C
Baskett,KY,Kentucky,37.8709,-87.4625,,C
Halfway,KY,Kentucky,36.7956,-86.2961,,C
Lola,KY,Kentucky,37.3187,-88.3078,,C
Glen Dean,KY,Kentucky,37.6534,-86.5411,,C
Royville,KY,Kentucky,37.0667,-85.1058,,C
Blandville,KY,Kentucky,36.9441,-88.9646,,C
Beulah,KY,Kentucky,37.2714,-87.6842,,C
Masonville,KY,Kentucky,37.6718,-87.0511,,C
Cayce,KY,Kentucky,36.5577,-89.0349,,C
Epleys,KY,Kentucky,36.927,-86.9386,,C
Dublin,KY,Kentucky,36.7253,-88.8023,,C
Stella,KY,Kentucky,36.6403,-88.3967,,C
Briensburg,KY,Kentucky,36.9037,-88.3236,,C
Onton,KY,Kentucky,37.5579,-87.4371,,C
Allegre,KY,Kentucky,36.9287,-87.2172,,C
Sullivan,KY,Kentucky,37.4975,-87.9453,,C
Pellville,KY,Kentucky,37.7523,-86.8136,,C
Sharpe,KY,Kentucky,36.9687,-88.4584,,C
Henshaw,KY,Kentucky,37.6217,-88.0556,,C
Massac,KY,Kentucky,37.0335,-88.6859,,C
Patesville,KY,Kentucky,37.782,-86.7189,,C
Grove Center,KY,Kentucky,37.6398,-88.0131,,C
Summersville,KY,Kentucky,37.3265,-85.543,,C
Aurora,KY,Kentucky,36.7767,-88.1442,,C
Gracey,KY,Kentucky,36.8792,-87.6638,,C
Rosine,KY,Kentucky,37.4523,-86.7373,,C
Sugar Grove,KY,Kentucky,37.09,-86.665,,C
Richardsville,KY,Kentucky,37.1048,-86.4708,,C
Aberdeen,KY,Kentucky,37.2539,-86.6817,,C
Livia,KY,Kentucky,37.5709,-87.1044,,C
Cobb,KY,Kentucky,36.9903,-87.7789,,C
Wax,KY,Kentucky,37.3542,-86.1222,,C
Beda,KY,Kentucky,37.5078,-86.9494,,C
Blackford,KY,Kentucky,37.4484,-87.9347,,C
Creelsboro,KY,Kentucky,36.8851,-85.1975,,C
Brooklyn,KY,Kentucky,37.2898,-86.5764,,C
Anton,KY,Kentucky,37.352,-87.3947,,C
Reidland,KY,Kentucky,37.0085,-88.5261,,C
Tiline,KY,Kentucky,37.1726,-88.2445,,C
Breckinridge Center,KY,Kentucky,37.682,-87.8657,,C
Ledbetter,KY,Kentucky,37.052,-88.4964,,C
McQuady,KY,Kentucky,37.7084,-86.5189,,C
Bewleyville,KY,Kentucky,37.8401,-86.2444,,C
Viola,KY,Kentucky,36.8556,-88.6414,,C
Casky,KY,Kentucky,36.817,-87.4322,,C
Huntsville,KY,Kentucky,37.1634,-86.8817,,C
Birdsville,KY,Kentucky,37.2212,-88.4481,,C
Plano,KY,Kentucky,36.8772,-86.4165,,C
Tolu,KY,Kentucky,37.4338,-88.2452,,C
Oakton,KY,Kentucky,36.6634,-89.0673,,C
Almo,KY,Kentucky,36.6948,-88.2784,,C
Fancy Farm,KY,Kentucky,36.8003,-88.7928,,C
Narrows,KY,Kentucky,37.5673,-86.73,,C
Custer,KY,Kentucky,37.7384,-86.2547,,C
Knob Lick,KY,Kentucky,37.0784,-85.6944,,C
Big Spring,KY,Kentucky,37.7992,-86.1522,,C
Hardyville,KY,Kentucky,37.2534,-85.7896,,C
Kirksey,KY,Kentucky,36.6987,-88.3953,,C
Alvaton,KY,Kentucky,36.8734,-86.353,,C
Memphis Junction,KY,Kentucky,36.9423,-86.4892,,C
Clifty,KY,Kentucky,36.9953,-87.1478,,C
Marrowbone,KY,Kentucky,36.832,-85.5053,,C
Gilbertsville,KY,Kentucky,37.0284,-88.3104,,C
Beech Grove,KY,Kentucky,37.6183,-87.3921,,C
Moscow,KY,Kentucky,36.607,-89.0362,,C
Cleaton,KY,Kentucky,37.2518,-87.0903,,C
Millwood,KY,Kentucky,37.4503,-86.3905,,C
Olaton,KY,Kentucky,37.5259,-86.6875,,C
Lindseyville,KY,Kentucky,37.2359,-86.2944,,C
Repton,KY,Kentucky,37.3887,-88.017,,C
Temple Hill,KY,Kentucky,36.8867,-85.8472,,C
Anneta,KY,Kentucky,37.3709,-86.2453,,C
Anthoston,KY,Kentucky,37.7553,-87.5327,,C
Bondurant,KY,Kentucky,36.5234,-89.3198,,C
Short Creek,KY,Kentucky,37.5278,-86.4744,,C
Linton,KY,Kentucky,36.6867,-87.9186,,C
Shady Grove,KY,Kentucky,37.3367,-87.8792,,C
Manitou,KY,Kentucky,37.3754,-87.5782,,C
Vernon,KY,Kentucky,36.637,-85.5091,,C
Water Valley,KY,Kentucky,36.5686,-88.8102,,C
Hebbardsville,KY,Kentucky,37.7762,-87.3753,,C
New Concord,KY,Kentucky,36.5484,-88.1548,,C
Poole,KY,Kentucky,37.6392,-87.6446,,C
Austin,KY,Kentucky,36.8253,-86.0191,,C
Chapel Hill,KY,Kentucky,36.7198,-86.2928,,C
Dycusburg,KY,Kentucky,37.1604,-88.1846,,C
Hudson,KY,Kentucky,37.6512,-86.2766,,C
Adolphus,KY,Kentucky,36.6517,-86.2614,,C
Sheridan,KY,Kentucky,37.3517,-88.1989,,C
Maceo,KY,Kentucky,37.8624,-86.9914,,C
Tracy,KY,Kentucky,36.7981,-85.9705,,C
Cedar Bluff,KY,Kentucky,37.0884,-87.8447,,C
Beechmont,KY,Kentucky,37.1714,-87.0364,,C
Bell City,KY,Kentucky,36.5376,-88.5006,,C
Winfred,SD,South Dakota,44.0008,-97.3597,,C
Running Water,SD,South Dakota,42.7821,-97.9816,,C
Unityville,SD,South Dakota,43.8014,-97.4526,,C
Aurora Center,SD,South Dakota,43.5272,-98.5895,,C
Forestburg,SD,South Dakota,44.0212,-98.1032,,C
Okreek,SD,South Dakota,43.3534,-100.3826,,C
Olsonville,SD,South Dakota,43.1278,-100.609,,C
Bath,SD,South Dakota,45.4692,-98.3236,,C
Two Strike,SD,South Dakota,43.2141,-100.8988,,C
Capa,SD,South Dakota,44.1089,-100.9782,,C
Marty,SD,South Dakota,42.9965,-98.4302,,C
Burbank,SD,South Dakota,42.7453,-96.8292,,C
Holabird,SD,South Dakota,44.523,-99.5982,,C
Ferney,SD,South Dakota,45.3346,-98.0939,,C
Crocker,SD,South Dakota,45.107,-97.7805,,C
Zell,SD,South Dakota,44.8969,-98.7284,,C
New Holland,SD,South Dakota,43.4287,-98.6073,,C
Carpenter,SD,South Dakota,44.6375,-97.9168,,C
Miranda,SD,South Dakota,44.9719,-98.9643,,C
Hamill,SD,South Dakota,43.5939,-99.6906,,C
Lucas,SD,South Dakota,43.2897,-99.2165,,C
Renner,SD,South Dakota,43.6455,-96.7284,,C
Lyman,SD,South Dakota,43.8811,-99.7396,,C
Milltown,SD,South Dakota,43.4252,-97.8081,,C
Waverly,SD,South Dakota,44.9987,-96.9742,,C
Hidden Timber,SD,South Dakota,43.2294,-100.4215,,C
Loyalton,SD,South Dakota,45.2864,-99.2796,,C
Millboro,SD,South Dakota,43.0731,-99.969,,C
Keyapaha,SD,South Dakota,43.1094,-100.1379,,C
Academy,SD,South Dakota,43.4564,-99.0798,,C
Meckling,SD,South Dakota,42.8425,-97.0695,,C
Westover,SD,South Dakota,43.7478,-100.6662,,C
Spink,SD,South Dakota,42.8519,-96.747,,C
Rowena,SD,South Dakota,43.5203,-96.5559,,C
Putney,SD,South Dakota,45.5602,-98.1754,,C
LaBolt,SD,South Dakota,45.0508,-96.6767,,C
Corn Creek,SD,South Dakota,43.5745,-101.2059,,C
Saint Charles,SD,South Dakota,43.0882,-99.0949,,C
Bijou Hills,SD,South Dakota,43.5285,-99.1439,,C
Clearfield,SD,South Dakota,43.1683,-100.0282,,C
Loomis,SD,South Dakota,43.7931,-98.1036,,C
Fedora,SD,South Dakota,44.0067,-97.7895,,C
Norris,SD,South Dakota,43.4721,-101.1928,,C
Bonilla,SD,South Dakota,44.5828,-98.4993,,C
Tschetter Colony,SD,South Dakota,43.3703,-97.6862,,C
Athol,SD,South Dakota,45.0089,-98.5965,,C
Bath Corner,SD,South Dakota,45.4627,-98.3329,,C
Soldier Creek,SD,South Dakota,43.3237,-100.8883,,C
Spring Creek,SD,South Dakota,43.1153,-101.0307,,C
Rosebud,SD,South Dakota,43.2399,-100.8229,,C
Iona,SD,South Dakota,43.5431,-99.4248,,C
Junius,SD,South Dakota,44.0064,-97.2442,,C
Dakota Dunes,SD,South Dakota,42.4919,-96.4867,,C
Stephan,SD,South Dakota,44.248,-99.4532,,C
Mansfield,SD,South Dakota,45.2465,-98.5581,,C
Shindler,SD,South Dakota,43.4677,-96.6355,,C
Rutland,SD,South Dakota,44.0894,-96.9673,,C
Ola,SD,South Dakota,43.6005,-99.2113,,C
Antelope,SD,South Dakota,43.3087,-100.6307,,C
Fort Thompson,SD,South Dakota,44.0527,-99.4079,,C
Harrison,SD,South Dakota,43.4311,-98.5267,,C
Okaton,SD,South Dakota,43.8621,-100.9049,,C
Ideal,SD,South Dakota,43.5433,-99.9215,,C
Storla,SD,South Dakota,43.8625,-98.3526,,C
Carter,SD,South Dakota,43.3872,-100.2026,,C
Mina,SD,South Dakota,45.4333,-98.7587,,C
Richland,SD,South Dakota,42.7639,-96.648,,C
Vivian,SD,South Dakota,43.9273,-100.3011,,C
Wewela,SD,South Dakota,43.0106,-99.7809,,C
Kidder,SD,South Dakota,45.8817,-97.7138,,C
Van Metre,SD,South Dakota,44.1594,-100.7938,,C
Meadow View Addition,SD,South Dakota,43.6233,-96.7023,,C
Witten,SD,South Dakota,43.4394,-100.0796,,C
Greenway,SD,South Dakota,45.9097,-99.711,,C
Chester,SD,South Dakota,43.8996,-96.9277,,C
Kaylor,SD,South Dakota,43.193,-97.8434,,C
Canning,SD,South Dakota,44.3964,-100.0321,,C
Renner Corner,SD,South Dakota,43.6524,-96.7043,,C
Amherst,SD,South Dakota,45.738,-97.9212,,C
Bon Homme Colony,SD,South Dakota,42.8642,-97.707,,C
Parmelee,SD,South Dakota,43.3241,-101.041,,C
Pine Lakes Addition,SD,South Dakota,43.5511,-96.6354,,C
Lower Brule,SD,South Dakota,44.0741,-99.5837,,C
Cedar Butte,SD,South Dakota,43.5769,-101.0185,,C
Osceola,SD,South Dakota,44.4675,-97.8387,,C
Mosher,SD,South Dakota,43.4683,-100.2982,,C
White Horse,SD,South Dakota,43.3061,-100.5948,,C
Morningside,SD,South Dakota,44.3662,-98.1835,,C
Troy,SD,South Dakota,45.0375,-96.8653,,C
Roswell,SD,South Dakota,44.006,-97.6975,,C
Goodwill,SD,South Dakota,45.5673,-97.0612,,C
Yakutat,AK,Alaska,59.5665,-139.5966,,C
Maida,ND,North Dakota,48.9986,-98.3648,,C
Clementson,MN,Minnesota,48.6908,-94.4363,,C
Indus,MN,Minnesota,48.6252,-93.8377,,C
Noyes,MN,Minnesota,48.9975,-97.2045,,C
Manitou,MN,Minnesota,48.6283,-93.993,,C
Niagara Falls,NY,New York,43.0921,-79.0147," 48,460 ",E
Grandyle Village,NY,New York,42.9866,-78.9524,,E
Stella Niagara,NY,New York,43.202,-79.0423,,E
Pigeon River,MN,Minnesota,48.0102,-89.7084,,E
Calexico,CA,California,32.6849,-115.4944," 40,351 ",P
Jacumba Hot Springs,CA,California,32.6278,-116.1827,,P
Tecate,CA,California,32.5773,-116.6275,,P
Charlotte Amalie,VI,Virgin Islands,18.3419,-64.9332,,H
Frederiksted,VI,Virgin Islands,17.7122,-64.8812,,H
Cruz Bay,VI,Virgin Islands,18.326,-64.7792,,H
Coral Bay,VI,Virgin Islands,18.3453,-64.7185,,H
Tutu,VI,Virgin Islands,18.3405,-64.8884,,H
Christiansted,VI,Virgin Islands,17.7439,-64.7065,,H
Waterfall,AK,Alaska,55.2972,-133.2406,,H
Salt Chuck,AK,Alaska,55.6264,-132.5536,,H
Port Armstrong,AK,Alaska,56.2969,-134.6617,,H
Bell Island Hot Springs,AK,Alaska,55.9317,-131.5653,,H
Long Island,AK,Alaska,54.9169,-132.6792,,H
Baranof,AK,Alaska,57.0894,-134.8331,,H
Tokeen,AK,Alaska,55.9944,-133.4639,,H
Petersburg,AK,Alaska,56.7567,-132.8727,,H
Ward Cove,AK,Alaska,55.4119,-131.7228,,H
Chatham,AK,Alaska,57.5153,-134.9436,,H
Point Baker,AK,Alaska,56.3482,-133.6167,,H
Meyers Chuck,AK,Alaska,55.7408,-132.2564,,H
Hyder,AK,Alaska,55.9812,-130.0382,,H
Todd,AK,Alaska,57.4611,-135.0397,,H
New Tokeen,AK,Alaska,55.9364,-133.3242,,H
Hollis,AK,Alaska,55.5113,-132.7023,,H
Naukati Bay,AK,Alaska,55.8801,-133.1992,,H
Loring,AK,Alaska,55.6064,-131.6405,,H
Port Protection,AK,Alaska,56.3293,-133.594,,H
Whale Pass,AK,Alaska,56.1172,-133.1603,,H
Cape Pole,AK,Alaska,55.965,-133.7933,,H
Central Aguirre,PR,Puerto Rico,17.9559,-66.2264,,E
Morovis,PR,Puerto Rico,18.3269,-66.4058,,E
La Fermina Comunidad,PR,Puerto Rico,18.1744,-65.8527,,E
Suarez Comunidad,PR,Puerto Rico,18.4311,-65.8514,,E
Lajas Zona Urbana,PR,Puerto Rico,18.0452,-67.0583,,E
La Liga Comunidad,PR,Puerto Rico,18.2905,-66.0492,,E
Anon Raices Comunidad,PR,Puerto Rico,18.1392,-66.5865,,E
Trujillo Alto Zona Urbana,PR,Puerto Rico,18.3601,-66.0103,,E
Comerio Zona Urbana,PR,Puerto Rico,18.2203,-66.2243,,E
Caguas Zona Urbana,PR,Puerto Rico,18.2319,-66.0388,,E
Coqui,PR,Puerto Rico,17.9793,-66.2255,,E
Trujillo Alto,PR,Puerto Rico,18.3601,-66.0103,,E
Benitez Comunidad,PR,Puerto Rico,18.2725,-65.8788,,E
Yabucoa Zona Urbana,PR,Puerto Rico,18.0469,-65.8792,,E
Cabo Rojo Zona Urbana,PR,Puerto Rico,18.0867,-67.1482,,E
Palmas del Mar Comunidad,PR,Puerto Rico,18.0924,-65.8005,,E
Candelero Arriba,PR,Puerto Rico,18.1017,-65.8342,,E
Vega Alta Zona Urbana,PR,Puerto Rico,18.4152,-66.3211,,E
Aguada Zona Urbana,PR,Puerto Rico,18.3804,-67.1884,,E
Arroyo,PR,Puerto Rico,17.9706,-66.0609,,E
Betances Comunidad,PR,Puerto Rico,18.0296,-67.1335,,E
Parcelas Viejas Borinquen Comunidad,PR,Puerto Rico,18.1739,-66.0406,,E
Levittown,PR,Puerto Rico,18.4454,-66.1759,,E
Sabana Eneas,PR,Puerto Rico,18.0809,-67.0852,,E
Potala Pastillo Comunidad,PR,Puerto Rico,17.9921,-66.4966,,E
Candelaria Comunidad,PR,Puerto Rico,18.4043,-66.2175,,E
Magas Arriba Comunidad,PR,Puerto Rico,18.0233,-66.7664,,E
Sabana Grande Zona Urbana,PR,Puerto Rico,18.0821,-66.9673,,E
Levittown Comunidad,PR,Puerto Rico,18.4454,-66.1759,,E
Santa Barbara,PR,Puerto Rico,18.3951,-65.9175,,E
Ingenio,PR,Puerto Rico,18.4454,-66.2259,,E
Luyando Comunidad,PR,Puerto Rico,18.3575,-67.1553,,E
Toa Alta Zona Urbana,PR,Puerto Rico,18.3883,-66.2503,,E
Gurabo,PR,Puerto Rico,18.2529,-65.9786,,E
Playa Fortuna,PR,Puerto Rico,18.3768,-65.7455,,E
Sabana Seca,PR,Puerto Rico,18.4273,-66.1809,,E
Adjuntas,PR,Puerto Rico,18.1638,-66.7235,,E
Tierras Nuevas Poniente,PR,Puerto Rico,18.4614,-66.4891,,E
Vieques Zona Urbana,PR,Puerto Rico,18.1463,-65.4428,,E
Parcelas Nuevas,PR,Puerto Rico,18.14,-66.1702,,E
Boqueron,PR,Puerto Rico,18.034,-67.1715,,E
Lares,PR,Puerto Rico,18.2951,-66.8822,,E
Bufalo,PR,Puerto Rico,18.4175,-66.5749,,E
Loiza,PR,Puerto Rico,18.431,-65.88,,E
Maguayo,PR,Puerto Rico,18.01,-67.0855,,E
San German Zona Urbana,PR,Puerto Rico,18.0827,-67.0459,,E
Pajonal Comunidad,PR,Puerto Rico,18.3848,-66.556,,E
Catano Zona Urbana,PR,Puerto Rico,18.4415,-66.1388,,E
G. L. Garcia Comunidad,PR,Puerto Rico,18.1258,-66.1027,,E
Galateo,PR,Puerto Rico,18.364,-66.259,,E
Alianza Comunidad,PR,Puerto Rico,18.4533,-66.8556,,E
Cidra,PR,Puerto Rico,18.1775,-66.1582,,E
Cidra Zona Urbana,PR,Puerto Rico,18.1775,-66.1582,,E
Canovanas,PR,Puerto Rico,18.3783,-65.9056,,E
Utuado Zona Urbana,PR,Puerto Rico,18.2697,-66.705,,E
Luis M. Cintron,PR,Puerto Rico,18.3014,-65.6379,,E
El Mango,PR,Puerto Rico,18.2345,-65.8751,,E
Sabana Eneas Comunidad,PR,Puerto Rico,18.0809,-67.0852,,E
Luis Llorens Torres,PR,Puerto Rico,18.0566,-66.5267,,E
